youtubeId,title,channel,bpm,key
mvLxdy0hGTg,REX BROWN COMPANY & WERSI-Electric-String-Orchestra / Workshop Suspense,Vinyle Archéologie,,
8w8Sk6Lw8BI,Gregg Sutton / Desperately,Vinyle Archéologie,,
yLKs2LwE9QU,すぎやまこういち / 第3楽章 (抜粋),Vinyle Archéologie,,
k79okne2HR0,Johnny Pearson / Theme for Alice,Vinyle Archéologie,,
lUJ1t-uTLQw,津島利章 / 仁義なき戦い・第2部,Vinyle Archéologie,,
k62F0GKVQYg,Herbie Mann / Deus Xango,Vinyle Archéologie,,
xRhbWt6D9Cc,Franco Bonfanti / Tema Patetico,Vinyle Archéologie,,
H3np6o9DGAc,トランザム / 静かな朝,Vinyle Archéologie,,
kgOKOr0f3KA,Al Michalek / Voices,Vinyle Archéologie,,
PSWeoyP9DRk,Earth & Fire / The Last Seagull (Part 1),Vinyle Archéologie,,
A2aOB-umM2c,Game of Clouds / Phoenix Phallucination,Vinyle Archéologie,,
m9P9GwuI3AQ,MOSAIK / Re-Båpp,Vinyle Archéologie,,
hX5Pmh8swkk,TO BE / Strange Escape,Vinyle Archéologie,,
s9jwWtdpNKs,筒井康隆・山下洋輔 / 月 (コーダ),Vinyle Archéologie,,
YEDfzt3cVk4,MADRUGADA / Romanzen (Ridotta),Vinyle Archéologie,,
txyBvQn3_c0,"Andrzej Kurylewicz / Rondo ""T""",Vinyle Archéologie,,
0n9zhxzOF14,David Douglas / Kim's Song,Vinyle Archéologie,,
ZgSRipDenkw,Dolores Claman / Indian Drums,Vinyle Archéologie,,
6djXIGGEHjk,Vladimir Cosma / La Rencontre,Vinyle Archéologie,,
GpQyDvOxU8Q,Gianfranco Reverberi e Romolo Forlai / Psicolimite,Vinyle Archéologie,,
l_hx92ADoYk,Sticks Evans / The Drummer (Patterns),Vinyle Archéologie,,
dZurwoxc9xY,Marc Wilkinson / Love Theme,Vinyle Archéologie,,
AgYbMGn8yes,Lanfree Duke Orchestra / Fret Less,Vinyle Archéologie,,
yQIS7JJkwDc,Jean-Pierre Alarcen / 3e Mouvement (Extrait),Vinyle Archéologie,,
9rmOS8wMd_I,地方時 / スノー・ブリンク,Vinyle Archéologie,,
rapCBS47LH8,ALAS / Recuerdo,Vinyle Archéologie,,
OZFo03Rwcf0,Rod Argent + Robert Howes / Photosynthesis,Vinyle Archéologie,,
wf4Ku2HHj7M,Orquesta de las Nubes / Final,Vinyle Archéologie,,
D3GoiphkA5o,Tim Cross / Undercurrent Five,Vinyle Archéologie,,
GfOEkcK59S0,Patric Tarnaud / Airborne Hot Dogs,Vinyle Archéologie,,
EGVqOpA7s2I,J.P. Savelli + Francis Rimbert / Transat,Vinyle Archéologie,,
3FFJ5ms1jvU,The Fair Ltd / So Uneasy,Vinyle Archéologie,,
LaPm9hkevHQ,プリズム / メモリーズ・オブ・ユー (り抜粋),Vinyle Archéologie,,
FuspYc9m2Mo,José Souc + Yvon Rioland / Strange Phénomène,Vinyle Archéologie,,
dEJu4f1sXJU,Harri Stojka Express / Off the Bone,Vinyle Archéologie,,
6Abp0lAbwec,Terry Brooks + Strange / High Flyer,Vinyle Archéologie,,
ZG4pOz6Afz4,Kenny Graham / Murder in Mind,Vinyle Archéologie,,
7_qjn99yPZQ,Dan Seepers + Mike Baroty / Crazy Sincerity,Vinyle Archéologie,,
2AD1fvojeQI,Walt Barr / Creepin',Vinyle Archéologie,,
Cqdshps8Hqs,Jack Arel + Pierre Dutour / Nightly Tribulations,Vinyle Archéologie,,
PPM_s8t9Ugw,Paradox / Trouble Free,Vinyle Archéologie,,
7L_j4664UXU,BRAIN STORM / Quietness,Vinyle Archéologie,,
tvICar-km1U,James Moody / Stefanie,Vinyle Archéologie,,
0xXN-hn1NEw,Blue Mitchell / Creepin',Vinyle Archéologie,,
4_UxXmCbjX0,Luv You Madly Orchestra / Fleurette Africaine,Vinyle Archéologie,,
LDwxSMLugfE,Mad Professor / Sweet Cherry,Vinyle Archéologie,,
-TgrdOJRTCs,Vladimir Cosma / Thème Crazy Capo,Vinyle Archéologie,,
STVbd8Atc64,Aril Laury / Moody,Vinyle Archéologie,,
i4XFVdqMvCY,Los Conquistadores / Diabolicus,Vinyle Archéologie,,
bBdOKzDwnq4,The Hawksworth/Snell Trio / Turning Strangely,Vinyle Archéologie,,
xfPL91NFOMQ,"THIERFELDT / Madly, Sadly, Badly",Vinyle Archéologie,,
Z280oWXepCY,Elmar Schmidt + Arnold Riedhammer / From Another World – 1,Vinyle Archéologie,,
ML6mf3AGvPU,Dick Bakker Orchestra / Wild Waves,Vinyle Archéologie,,
DpA7EJj27Jw,Wally Shorts / Breath of Spring,Vinyle Archéologie,,
Fe0cYC3YEeA,Peter Patzer / Mild Maniac,Vinyle Archéologie,,
TX898XTeQNs,"David Hewson / Sad, Sweet, and Strange",Vinyle Archéologie,,
1A05DsaCbVk,COMA / Love and Madness,Vinyle Archéologie,,
xcln6hUMkpw,Freddy Robinson / The Creeper,Vinyle Archéologie,,
BUPtee_mo0Q,High Voltage / Crazy,Vinyle Archéologie,,
e5k9SUYWBhU,David Shire / Mike Alone,Vinyle Archéologie,,
Ak2K5sJ54C4,Franco de Gemini e Orchestra Alessandro Alessandroni / Black Window,Vinyle Archéologie,,
p9K9sd1OYOM,PERU / Utopie (Voorspel),Vinyle Archéologie,,
oGsIJz9TVNU,Mike Elliott / Lothlorien,Vinyle Archéologie,,
JQI4d9EcxEA,Ray Bevan / Interested in You,Vinyle Archéologie,,
XN0i-RQywXI,Eric Demarsan / La Rage aux Poings,Vinyle Archéologie,,
4CO5uiCRUXY,Albert van Dam / Soft Shoulders and Dangerous Curves,Vinyle Archéologie,,
JzdM0yVlN88,ケンソー / 内部への月影,Vinyle Archéologie,,
72hFsqRTGxA,The Gary Wilson Trio / Softly the Water Flows,Vinyle Archéologie,,
OC9S_FbHsrw,Jimmy Webb / Ape Inventory,Vinyle Archéologie,,
IRt6MKauDUA,Spencer Spencer / The Perfect Stranger,Vinyle Archéologie,,
RhC6u3jQxoA,Floyd Cramer + The Keyboard Kick Band / Foolin' Around,Vinyle Archéologie,,
jiGRp74yC4g,Kool & The Gang / Summer Madness (Extended),Vinyle Archéologie,,
wS5gs4b5fD8,GAMMA / Endless,Vinyle Archéologie,123,A#m
JjvBxrOidgw,Wally Badarou / The First Flower,Vinyle Archéologie,,
2f2ttv4yV5w,Ted Lucas / Plain + Sane = Simple Melody,Vinyle Archéologie,,
Sx8y7BxA1Jo,Derek Austin / Kerb Crawler,Vinyle Archéologie,,
M3cr2bSMX_A,Bernard Parmegiani / L'Herbe Rouge I,Vinyle Archéologie,,
x5bZWe-Dy4Y,The Clear Light Band / Just Moody,Vinyle Archéologie,,
OvEfpJ3jhLQ,Paul Hart / Weird and Wonderful,Vinyle Archéologie,,
l6RFpzjKDnU,JARGON / Odd Tales,Vinyle Archéologie,,
Y1eiDzigp2k,Giuliano Sorgini / Circe,Vinyle Archéologie,,
Dc97PODdTTw,Claude Boinot + Gérard Gesina / Sea and Sailor,Vinyle Archéologie,,
MVJR-WR6vS8,"Jakob Magnússon / Say, Fool",Vinyle Archéologie,,
x3uKqQ-dAl0,The Sparrow / Isn't It Strange,Vinyle Archéologie,,
7VvfysERpho,Finnforest / Odd Tale,Vinyle Archéologie,,
onK518ivVXs,SCATTERBRAINS / Silly Earth,Vinyle Archéologie,,
cc9hlr-biNU,Prince Jammy / Attack on Ganymede,Vinyle Archéologie,,
dCGyvk0CQck,Colette Magny / Strange Fruit,Vinyle Archéologie,,
WEbnOACY29M,Wally Gonzales / Pinag-Isa,Vinyle Archéologie,,
OgXsHlJZmR4,WILD HAVANA / Phased,Vinyle Archéologie,,
mb_2FyDHgRA,Compass / Schizoid,Vinyle Archéologie,,
nyHbTZAvgbo,Quincy Jones / Mellow Madness,Vinyle Archéologie,,
gff_aaAtIE8,George Duke / Vulcan Mind Probe,Vinyle Archéologie,,
bVXt-AxkpIA,Gert Wilden / Born Tomorrow,Vinyle Archéologie,,
MEapErWWetA,The Mystic Moods Orchestra / Universal Mind,Vinyle Archéologie,,
xyZpWasR6_c,Stamma Haughton / Stand Up and Fight,Vinyle Archéologie,,
NUdvZv6iLHA,Roots / The Crawler (1),Vinyle Archéologie,,
6ktgkzUq-X0,Chris Stein / Wild Style Subway Theme,Vinyle Archéologie,,
Ewl8MWB9GNY,Fool on the Hill / And I Love Her,Vinyle Archéologie,,
On-84MtI9z0,Roberto Pregadio / Wild Girl,Vinyle Archéologie,,
EuMyss89xY4,Noel Pointer / Phantazia,Vinyle Archéologie,,
BdQMV2Jizzk,Mike Nock / Blackout,Vinyle Archéologie,,
SyCHEix4_Ag,John Heartsman + Circles / A Day in the Life of a Fool,Vinyle Archéologie,,
Xuy8Cndjisw,Gipsy Love / There is Something in Your Mind,Vinyle Archéologie,,
XC1uFTeRr08,Butts Band / Corner of My Mind,Vinyle Archéologie,,
c4Z4PIgN95k,Daniele Patucchi / Roaring Fear,Vinyle Archéologie,,
kgpYCrZhEgw,The Ethnic Fight Band / Pressure Them in Dub,Vinyle Archéologie,,
AqCiHaqAdME,The Fuller Bros. / Stranger at My Door,Vinyle Archéologie,,
egC--LQAA24,Shelton Kilby / Poor Wayfaring Stranger,Vinyle Archéologie,,
sNej-OtFtmk,Eddie Warner / Eccentric Trick,Vinyle Archéologie,,
XjyarZGS9AM,Astral Sounds / Wild Cherry,Vinyle Archéologie,,
IGbH4a3DJHM,Alan Hawkshaw / Strangelands,Vinyle Archéologie,,
Qie0Zu4jdUY,ONE WAY / Don't Fight the Feeling,Vinyle Archéologie,,
MsryMYJfqMc,Hiroshi Kamayatsu - Dōkeyaku (Instrumental),Art ReYou,,
YcRE0ZhDWf0,"Alberto Baldan Bembo - Io E Mara Ore 18 [Italy] Library, Easy Listening (1969)",Music for empty rooms,,
u1aVQCeSJo4,"前田憲男 Norio Maeda, 大野 雄二 Yuji Ohno - エロイカより愛をこめて [Japan] Library, Soul, Easy Listening (1982)",Music for empty rooms,,
jsCxrR2evqE,Al Reevers - Stop [Canada] Soul (1976),Music for empty rooms,,
goRegJa8Nww,"Osamu Kitajima - Dragon King (full album) [Jazz fusion] [Japan, 1981]",Marcel the Drunkard,,
D6RjKLY2PAM,Frank Chacksfield & His Orchestra - Red Sails In The Sunset [UK] Easy Listening (1966),Music for empty rooms,,
kNouC98IVfI,KC Da Rookee - First Draft (Instrumental),KaoZ BORn,,
kKLzVv4hb8w,"OSC - ""Ambient Time"" - Adventure Time Inspired Ambient Music - Full Album",OSC,,
s4rXEKtC8iY,"Cannonball Adderley Quintet - ""Mercy, Mercy, Mercy"" (1966)",Anthony Valente's Jazz Channel,,
hkEJmUDX47U,Daniel Caesar - Who Hurt You?,EscapeTracks,,
aBHkW_dTUVs,"Gianni Fallabrino - Promenade [Italy] Library, Easy Listening (1980)",Music for empty rooms,,
NMtTeJU0HaA,"RIGHT TRACK - Baby, I Love You 1978 TRUE Soul Records LP HD QUALITY",kikii Melson Soulparadise,,
c-69SscIpC8,Charlie Parker - Scrapple from the Apple (1948),Overjazz,,
Ki4AgP-Mhf8,🔴 Chie - バラの館 (Faded Roses) 🇯🇵  1974 JAPAN Psychedelic Rock,Fallen-Leaf Seekers : Искатели Опавших Листьев,,
HNjVC5y_w2s,Janko Nilovic - Fantasmagories,chuckbirth,161,Am
lUKSX7EdoVI,Starfire -- Make The Most Of It,SoulOnYourSide,,
KI8b6GQ5C80,Eloy - Ocean (1977) Full Album,Eloy Picanço,,
tlEoKnxdkx0,Commodores - Brick House ( 1977 ) HD,Nicolas Reboux,,
bhSeZTAtQtE,FirstCom Digital Production Library - Slow Tempo - A5 - DREAM SEQUENCE,Sample My Vinyl,,
pqyE0qIvCJM,"高木麻早 Masa Takagi - 何も終らない [Japan] Soul, Easy Listening (1976)",Music for empty rooms,,
nQPc6RWVpY4,Randy Lyght - Feel Like Makin' Love (Canada 1982),MoogMelodiya,,
gI5e8w02zNU,"Tony - ブルーグレイ [Japan] Soul, Fusion, Easy Listening (1981)",Music for empty rooms,,
jTzYehraOV4,Woo Collective - It's Cosy Inside (1989),recherchdesonsperdus,,
0_TSTWvSZH0,Leroy Hutson - So In Love With You,Vibe,,
pG5MjEGoesk,Mandrill - Chutney,Rare Samples & Songs Oleg Tsoy,,
Vnqw3nZQjLU,Pomer - Sittin' At The Lab (feat. Rokamouth),FROAT,,
ShqC6PcqH8w,Thelonious Monk - In Walked Bud (1947),Overjazz,,
8IUEupfodsY,Remigio Ducros - Ripensandoci,Ricardo Maraña,,
IYPtsLQSN1I,Dorthy Olsen - Lullabies for Sleepy Heads OLD VINYL record album for kids,Matt W. Sweeny,,
q1R2r0bG7mA,Dead End,Brainstory - Topic,,
Z0s6XdaWyfI,Ripple ~ I'll Be Right There Trying,WARRIOR-SOUL 🛡️,,
rT66G6gfCOQ,Сибирью Рожденные - Тебе Легко,Fallen-Leaf Seekers : Искатели Опавших Листьев,,
6GEI3PpXEAo,Casiopea - Mint Jams (1982) FULL ALBUM,Kuma's campfire,,
i6449e2LsUI,"Terry Riley / Don Cherry ‎– Köln – February 23, 1975 [Full Album]",Tango Whisky,,
5cBH4hEu8AE,Terumasa Hino 日野皓正- Be And Know (1973) HD,...al niente... .. . .,,
6WjW5orDM2c,Thelonious Monk and John Coltrane - Trinkle Tinkle,Erlendur Svavarsson,,
w3TMe98FJDw,Milt Jackson - Bags Groove,Erlendur Svavarsson,,
M7HYVow1kHQ,Benny Goodman- Let's Dance,Imaffia2,,
kACt0FM0Kf8,Art Tatum - Tea for Two (Audio+Sheet Music),Santosificationable,,
HcE1PsQEO8c,"Young Power - B.E.D. [Poland] Jazz, Funk, Fusion (1987)",Music for empty rooms,,
ypAMEmnHX5s,capital letters - smoking my ganja,jahquarius,,
kc-gG74WiLg,Imagination-All I Want To Know (In Vinyl),D.J. SaintsMusicGallery,,
Uj0aVR2EI7o,70's Soul / Crossover ! Henry Shed - Somethings Drastically Wrong,tibus,,
dAsVQiSrEbI,"Coleridge-Taylor Perkinson & Leon Ware - Girl, Girl,Girl (Sonny And Virginia) [US] Soul (1974)",Music for empty rooms,,
z_hG40HuAUg,"J.J. Farley & The Original Soul Stirrers - I've Tried [US] Soul, Gospel (1977)",Music for empty rooms,,
zL3wWykAKfs,Still Woozy - Goodie Bag,Still Woozy,,
AbKNpK_qDGM,"Neoton Família - Érezz! [Hungary] Soul, Easy Listening (1978)",Music for empty rooms,,
lcdgcKIHOrY,"[FREE] VINTAGE SAMPLE PACK | ""ETHEREAL SOUL"" | 70s Soul Samples",Tico,,
iPlmNYXEy5k,The Steve Gray Orchestra - Only A Dream Away,Fallen-Leaf Seekers : Искатели Опавших Листьев,,
Om4cMbFTDvk,Sylvia Striplin - You Can't Turn Me Away,Pierre Richard,,
IqNR3gNmt60,LeRoyce - Therapy (feat. Loners Club),FROAT,,
sTaoKLmRq5E,Flora Purim - The Hope,Rare Samples & Songs Oleg Tsoy,,
sR1rp42OQEg,"Manzzano - Why Must It End This Way [US/Mexico] Soul, Easy Listening (1981)",Music for empty rooms,,
iVFezUwOMcs,Franco Micalizzi - Albert E L'Uomo Nero (Uomo Nero 2),Fallen-Leaf Seekers : Искатели Опавших Листьев,,
5jSOwsF3M_A,The Best Of Both Worlds - Theme From I Want The World To Know,Rare Samples & Songs Oleg Tsoy,,
34OCz7kGmaE,Galt MacDermot - Let The Sunshine In,DLoaw,,
OMQy4Mv5vy8,Группа Стаса Намина - О Любви Я Не Скажу,Fallen-Leaf Seekers : Искатели Опавших Листьев,,
bzJA7mez9jg,Eddie Henderson - Beyond Forever,Rare Samples & Songs Oleg Tsoy,,
U1_te4Db0gU,Bill Summers - Come Into My Life,Art ReYou,,
SakYa2r20W0,Katya Filipova - Ручей,Art ReYou,,
_nYuYkpokl4,"Revelation - Get In Touch °With My Feelings° [US] Soul, Easy Listening (1979)",Music for empty rooms,,
oDR4Fv-qylI,Gábor Szabó - Magic Mystic Faces,Rare Samples & Songs Oleg Tsoy,,
KI_iiDsIrEk,Trussel - If You Can't See [US] Soul (1980),Music for empty rooms,,
J63Mhc88wl8,ВИА 75 - Ивы,Fallen-Leaf Seekers : Искатели Опавших Листьев,,
QmVKwmGcrgQ,村井邦彦 - Mountain Pass Of Six Kind (PML Connecting Cut),Fallen-Leaf Seekers : Искатели Опавших Листьев,,
PHPjEWQvgXE,Caldera - Triste,Rare Samples & Songs Oleg Tsoy,,
6oKHlL24YXA,"Idris Muhammad - I Believe In You [US] Soul, Funk (1980)",Music for empty rooms,,
hwUEDGbbH8A,gimme the flu,neokCS,,
RzlgszqNoHw,Gil Scott-Heron - Morning Thoughts,Rare Samples & Songs Oleg Tsoy,,
l0lQ8ODwN60,Gainsbourg Confidentiel - 10 No no thank's no,INTEGRALE MUSIC,,
gg8ZwmSsdiU,"Debbie Au - Homeward [US] Soul, Easy Listening (1971)",Music for empty rooms,,
rtM5LZmunTY,"Giampiero Boneschi, Sergio Farina – Un Po' Di Nostalgia",Fallen-Leaf Seekers : Искатели Опавших Листьев,,
9zQ2tt9celU,Santana - Brightest Star,Rare Samples & Songs Oleg Tsoy,,
v0InNiWHfSI,"Horst Jankowski & Quartet - Aranjuez [Germany] Psych, Easy Listening (1975)",Music for empty rooms,,
7a1ZvAFxu74,Hamilton Bohannon - I Wonder Why,Rare Samples & Songs Oleg Tsoy,,
YjgjxTf4JyI,"Joerg Reiter & Band feat. Johannes Faber - Rainblow [Germany] Library, Jazz, Easy Listening (1985)",Music for empty rooms,,
uKErxD8K30M,Tom Browne - Moon Rise,Rare Samples & Songs Oleg Tsoy,,
g6t-kBL7fec,Vincenzo Tempera - Love Letters,Rare Samples & Songs Oleg Tsoy,,
xCgZxrf8nrU,Grateful Dead - China Cat Sunflower / I Know You Rider (5-3-72),LongStrangeTrip710,,
FjTAqxCbT1g,Andrzej Koszinski - Eurocrime 1 Hijacking Of Savoy,rrbeats2004,,
uTaH8EWrDY0,Shigeo Sekito - Vol. I (FULL ALBUM),Brage,,
sW2aDwXO7Dg,Sonny Rollins - Alfie's Theme,Modern Jazz Classics,,
kM_iSD25C_8,Horace Silver - Silver's Serenade,Modern Jazz Classics,,
qDQpZT3GhDg,Duke Ellington - It don't mean a thing (1943),bretodeau,,
MhFlGZSWd6Y,Eddie Harris  Sham Time,BLUES AND SOUL ,,
-JKDFD1PZ8Y,"Charlie Parker - ""My Little Suede Shoes"" (C.P. Sextet - 1951)",Anthony Valente's Jazz Channel,,
dvdQYSWOobc,Au Privave - Charlie Parker,Fe Motta,,
UBrKSKME3Zc,Solar,Miles Davis - Topic,,
x5gAl119keA,PAINTED RHYTHM by Stan Kenton 1945 Swing Jazz!,cdbpdx,,
gg1Wl-NmzWg,SALT PEANUTS by Dizzy Gillespie with Charlie Parker 1945 JAZZ!,cdbpdx,,
RABTXslPaS8,"Duke Ellington and his Famous Orchestra - The "" C "" Jam Blues",Nathaniel,,
KfFBdViZHzk,"The BOBCATS  "" Big Noise From Winnetka "" !!!",JUSTASITTINANDAROCK,,
_li7u9X3F3c,DONNA LEE by Charlie Parker with Miles Davis 1947 JAZZ!!,cdbpdx,,
DDQnQcazvDU,Harold McNair - The Fence,fonmacgyver,,
YVjUzdOkkcc,Bobby Hutcherson - Cirrus - 1974 - Even Later,LoganPA1,,
WcziLmIHwh4,Freddie Hubbard - Son of Sky Dive,vensti5,,
SO0hRJ1iBfU,Harold Land - Dark Mood,vensti5,,
nsZ_1mPOuyk,Portrait of Tracy,Jazzman 2696,,
DbIc9rjZ9jM,Mike Westbrook -  Love Song No. 1 [Love Songs] 1970,Giovannino SenzaPaura,,
UzNQCUC4Cio,Jonathan's Waltz - Jimmy Raney and Doug Raney,ikethewarrior,,
Y5Do8BWjjxo,Mulatu Astatke - Ethio Jazz Retrospective (Strut),Strut Records,,
-BGUgak3g-g,George Duke - Vulcan Mind Probe,Inca Roads,,
nh6mutJGtWM,Blue Mitchell - Valerie,Onlylostgems,,
y1r023BhN7I,Black Caucus,Malibu,,
7i8jkn_e7hg,The Great Jazz Trio - Favors (1977),despicabledog,,
4gEoWm3mah0,Mike Westbrook - Original Peter,pennennenem,,
FekD7taxLWE,"Jaan Kuman Instrumental Ensemble - Terminus (Jazz-Funk, 1976, Estonia, USSR)",Funked Up East,,
7hRUPfF1GM4,Ferdinand Havlík Orchestra - Prince Eugene,Obscure Little Beasties,,
bLkp8WWPN1g,Lloyd McNeill -- Salvation Army,SoulOnYourSide,,
RkHJSC839s0,Milan Stojanović-Bag's Groove (Superb Flute Jazz 1962 Yugoslavia),TheFunkyKingston,,
jSEgAaZrY_k,"Утверждение by Igor Nazaruk, Alexey Kuznetsov et al",madizmzkizm,,
_S8WUbTTGtA,MELVYN PRICE-Happiness is,gavranis,,
Ab5fxz9snRY,"Randy Weston, ""Con Alma""",John MacKay,,
40UJciX1iZ4,Louis van Dijk Trio - Singalong Junk  (P. McCartney),appeltaartje,,
qblZQuF3zUw,Harold Land  - Our Home,Malibu,,
Z6zJ4tDm3EM,Screaming Mothers   Next year's blues,FunkyChickenAllStars,,
CNRqy5g9HPY,Hampton Hawes   Bach,wadshaw,,
vdJ96nST1D8,BLUE MITCHELL-ARE YOU REAL,steve McQueen,,
Cix9q54dg8M,"Michael Garrick - To Henry, A Son (1974)",Matt Parker,,
Kb41fTx9Wrk,Brotherhood of Breath - Funky Boots March,Cuneiform Records,,
D5anhyZDJTg,"Muhal Richard Abrams ""March Of The Transients"" (Delmark 1975)",Observations of Deviance,,
mlyl3GDlHJI,Marcus Belgrave - Space Odyssey (1974),313classiccs,,
CkIVU2OYasQ,Cecil McBee -- Tulsa Black,SoulOnYourSide,,
UQ2biDZkM_M,Eberhard Weber - Quiet Departure,polyphonaXe,,
bCmo30r3OXI,Joe McPhee - Cosmic Love,Sonorgie,,
5keg6W7JMUo,"Makaya McCraven - Frank's Tune (AKA “De’Jeff’s Tune"")",Blue Note Records,,
-MI7oBlIGEU,Julian Lage -  Boo's Blues,Blue Note Records,,
WuDk-WJ7anw,BRUNO TOMMASO - ALEX,omi cron,,
RwMVlATdOCU,Okay Temiz & Johnny Dyani - Witchdoctor's Son - Black Sea Waves,eski mo,,
kukjec6oA3U,The Detroit Jazz Composers Ltd - Jamil,Rhythm andlife,,
8zrYKFmvWc0,Cecil Taylor - Unit Structures (1966) full album,sipsun8,,
LEBBHjLlemA,Red Norvo Trio ♠ Tal Farlow & Red Mitchell ♠ Complete Recordings HQ AUDIO,Jazz Guitar Albums,,
jzeZZtPlip4,Sonny Criss - Crisscraft (Full Album),Απόλλων Θηρευτής,,
icFRHJ9VZaw,Thelonious Monk - Monk's Dream / Biography,Only Jazz and Blues,,
Ne6GCYO8pAc,Eric Dolphy - Out To Lunch! (1964) full Album,sipsun8,,
gRnxXIjtiTk,Terumasa Hino -- This Planet Is Ours,SoulOnYourSide,,
ra6ZA7yfKSI,[1979] Hiroki Inui & Tao – Dunes [Full Album],Xearching For Sounds,,
lc-pIH0CBxM,Jiro Inagaki & Soul Media - Breeze,Terminal Passage,,
OS0B-8gIBiA,Immanuel Wilkins -  Grace and Mercy,Blue Note Records,,
QI47mC7NKTU,Joel Ross  -  Gato's Gift,Blue Note Records,,
EGkXG4YOsDs,Ella Fitzgerald & Joe Pass - Again (Full Album) - 1976,keep warm,,
tyMqDvKzYHU,[MONO LP] Vince Guaraldi – A Charlie Brown Christmas,BlueNote 33RPM,,
o3bT4RIgt9U,[MONO LP] Sam Rivers – Contours,BlueNote 33RPM,,
YixAD9GIAuY,Taeko Ohnuki - 4:00 AM - 1978,TheAmuseum,,
PFKHNxJzZJY,[MONO LP] Lee Morgan – Indeed!,BlueNote 33RPM,,
hkzgSXwH7zQ,RYOJIRO FURUSAWA - RAINBOW'S PAPA BAND SONG (Kesta En Vinyle),Leo Lo,,
Cm7XhvG4Qig,[MONO LP] Jackie McLean Sextet – Fat Jazz,BlueNote 33RPM,,
wqjlPLlh_NU,[MONO LP] Julian Adderley Quintet – Portrait Of Cannonball,BlueNote 33RPM,,
rNbXT_zY9xs,[MONO LP] Lou Donaldson – Sunny Side Up,BlueNote 33RPM,,
K-SG6YJce8E,[MONO LP] Frank Foster – Basie Is Our Boss,BlueNote 33RPM,,
uJK5zIscW2o,Mikio Masuda - I Saw The Light,Heero,,
c9hWA98rZFU,[MONO LP] Elmo Hope Trio,BlueNote 33RPM,,
R7xGba2Enko,[MONO LP] Cecil Payne – Patterns Of Jazz,BlueNote 33RPM,,
c6qdUSmTGg4,[MONO LP] Jimmy Raney Ensemble – Introducing Phil Woods And John Wilson,BlueNote 33RPM,,
F5sGyeX-UZ8,[MONO LP] The Bill Hardman Quintet – Saying Something,BlueNote 33RPM,,
IG0T-46ORI0,[MONO LP] [MONO LP] Two Hours With Thelonious-European Concerts By Thelonious Monk-Disk2 (RM 461),BlueNote 33RPM,,
M9av99JxB9w,[MONO LP] Phineas Newborn Jr. – Here Is Phineas (The Piano Artistry Of Phineas Newborn Jr.),BlueNote 33RPM,,
i2uQrM2q7x4,[MONO LP] Dave Burns – Dave Burns,BlueNote 33RPM,,
sOYXKw9Aek8,[MONO LP] Lou Donaldson Quintet-Quartet,BlueNote 33RPM,,
Js8Bo5XTP1U,[MONO LP] Andrew Hill – Black Fire,BlueNote 33RPM,,
EJzXapgz-BY,[MONO LP] Lou Donaldson Sextet Volume 2,BlueNote 33RPM,,
RNXkM9Wmsek,[MONO LP] Johnny Hodges – Collates No. 2,BlueNote 33RPM,,
QabTUqGvH7o,[MONO LP] Thelonious Monk Quartet With Johnny Griffin – Thelonious In Action,BlueNote 33RPM,,
aEAZ3Y3__hY,[MONO LP] Lou Donaldson – Good Gracious,BlueNote 33RPM,,
nTt6K9JlJr0,[MONO LP] Blue Mitchell – Boss Horn,BlueNote 33RPM,,
Qqxe5uw4vhk,[MONO LP] Wynton Kelley – Kelley Great,BlueNote 33RPM,,
mBUs15wAMCY,[MONO LP] Cliff Jordan – Cliff Craft,BlueNote 33RPM,,
STKF21jcqXI,[MONO LP] Hank Mobley – With Donald Byrd and Lee Morgan,BlueNote 33RPM,,
jA-0YhdEo14,[MONO LP] Urbie Green Septet,BlueNote 33RPM,,
i3qiQa9T_Jk,[MONO LP] Art Farmer – Modern Art,BlueNote 33RPM,,
BTocPN9je8g,[MONO LP] Interpretations By The Stan Getz Quintet #2,BlueNote 33RPM,,
Q5Xz6IvjpjM,[MONO LP] Louis Smith – Here Comes Louis Smith,BlueNote 33RPM,,
Yo0iI5eFuCY,[MONO LP] Benny Golson – Gettin' With It,BlueNote 33RPM,,
zBo8dNvVkt8,[MONO LP] Hampton Hawes – The Green Leaves Of Summer,BlueNote 33RPM,,
0tmLzCrtAXA,[MONO LP] Introducing Lee Morgan With Hank Mobley's Quintet,BlueNote 33RPM,,
Yw85U3Njco8,[MONO LP] The Prestige All Stars – All Day Long,BlueNote 33RPM,,
1TMJQMdorY4,[MONO LP] The Red Garland Quintet Featuring John Coltrane And Donald Byrd – Soul Junction,BlueNote 33RPM,,
YxtL50rA7LE,[MONO LP] Jimmy Forrest – Forrest Fire,BlueNote 33RPM,,
UlR8UrK11-w,[MONO LP] Jackie McLean – A Fickle Sonance,BlueNote 33RPM,,
_sbDJhzCWs8,[MONO LP] Charles McPherson – Con Alma!,BlueNote 33RPM,,
OoOU-FGfXkE,Jiro Inagaki & His Soul Media - High Jack (Japanese Jazz  Funk Placebo ),rrbeats2004,,
TLdKqs7iDrc,Mikio Masuda - Let's Get Together [HQ],Kevin Johnson,,
Mx1qFjiAaIE,[MONO LP] Freddie Redd – Introducing,BlueNote 33RPM,,
5TkOvNda30Q,[MONO LP] Miles Davis – Collectors' Items,BlueNote 33RPM,,
