youtubeId,title,channel,bpm,key
uBhMmcRUTaM,Locomotive - You Must Be Joking,Rare Samples & Songs Oleg Tsoy,,
QD-idEt8kEg,Frank Zappa - Would You Like A Snack,Rare Samples & Songs Oleg Tsoy,,
vOpFB6XJx_A,Gypsy - More Time [PSYCHEDELIC ROCK],Rare Samples & Songs Oleg Tsoy,,
PpJAqA4gXUw,Arc Angel - Stars [ROCK],Rare Samples & Songs Oleg Tsoy,,
VoNleyUIeeo,Belle And Sebastian - Song For Sunshine,Rare Samples & Songs Oleg Tsoy,,
CzTMI03JQ5Q,Larry Coryell - Stones,Rare Samples & Songs Oleg Tsoy,,
UYVC59V_Yhc,Snowball - Country Dawn,Rare Samples & Songs Oleg Tsoy,,
uMsScnRDsZ4,Brian Russell And Brenda Russell - Think About You,Rare Samples & Songs Oleg Tsoy,,
S9g0SXUEAHY,Tin Tin - I Took A Holiday,Rare Samples & Songs Oleg Tsoy,,
d550e0J2TxE,Haggard - Of A Might Divine [ROCK],Rare Samples & Songs Oleg Tsoy,,
fT6BVfgtrDY,Hot Tuna - Highway Song [ROCK],Rare Samples & Songs Oleg Tsoy,,
UF6fe-yp5So,Ruthann Friedman - Boy Took A Ticket,Rare Samples & Songs Oleg Tsoy,,
z7ojHQcJK_I,Karen Dalton - Are You Leaving For The Country,Rare Samples & Songs Oleg Tsoy,,
hN-xOcbRBA8,The Allman Brothers Band - Jelly Jelly,Rare Samples & Songs Oleg Tsoy,,
nIhdKGWWPe4,Paul Raven - Soul Thing [DRUM BREAK],Rare Samples & Songs Oleg Tsoy,,
KB0-0-h685c,Bo Hansson - Solen [JAZZ-ROCK],Rare Samples & Songs Oleg Tsoy,,
0REanrwGulc,Paul Parrish - Something Of A Love Song,Rare Samples & Songs Oleg Tsoy,,
VieKruClGd4,The Soul City Orchestra - Rockarama,Rare Samples & Songs Oleg Tsoy,,
wKnCaufRyH0,Vanilla Fudge - Intro The Beat Goes On [PSYCHEDELIC ROCK],Rare Samples & Songs Oleg Tsoy,,
PHdGZhI9QAo,Michael Stosic - If You Ever Change Your Mind,Rare Samples & Songs Oleg Tsoy,,
gPmw3kYGRPM,Brian Augers Oblivion Express - Inner City Blues,Rare Samples & Songs Oleg Tsoy,,
6n_qSyKmsKU,Eternitys Children - Mrs Bluebird,Rare Samples & Songs Oleg Tsoy,,
vaQ11XE8HV8,Allen Toussaint - Fingers And Toes,Rare Samples & Songs Oleg Tsoy,,
JwthH_Ali7o,The Pretty Things - Cant Stand The Pain,Rare Samples & Songs Oleg Tsoy,,
jlz7ZUQnTmE,Omega - Az Éjszakai Országúton [ROCK],Rare Samples & Songs Oleg Tsoy,,
m8aknsRdb6U,Blue Birds - Είμαστε εμείς,Rare Samples & Songs Oleg Tsoy,,
KCu7w4XHi8o,Claudio Rocchi - Volo Magico,Rare Samples & Songs Oleg Tsoy,,
or8LrlmWBKk,Chicken Shack - Andalucian Blues,Rare Samples & Songs Oleg Tsoy,,
EpUnXKhcrjA,Lucio Dalla - Ulisse Coperto Di Sale,Rare Samples & Songs Oleg Tsoy,,
p-x764aUStE,The Aynsley Dunbar Retaliation - Double Lovin,Rare Samples & Songs Oleg Tsoy,,
O7eC19Du47E,Louis Chedid - La Belle,Rare Samples & Songs Oleg Tsoy,,
E7GDwC3aBAU,Mandrill - Here Today Gone Tomorrow,Rare Samples & Songs Oleg Tsoy,,
_pb08-pfci4,The West Coast Pop Art Experimental Band - Eighteen Is Over The Hill [PSYCHEDELIC ROCK],Rare Samples & Songs Oleg Tsoy,,
qtJPoOSXO6U,Step Ahead - Right Or Wrong [ROCK],Rare Samples & Songs Oleg Tsoy,,
a0Ut3n0uBOc,Kraan - Prima Klima [ROCK],Rare Samples & Songs Oleg Tsoy,,
lAAx2WRsKI8,Broadcast - Still Feels Like Tears [ROCK],Rare Samples & Songs Oleg Tsoy,,
HLaI9IDPWTc,Sun Kil Moon - Chili Lemon Peanuts [DRUM BREAK],Rare Samples & Songs Oleg Tsoy,,
vnC5akrbrhY,England Dan And John Ford Coley - Holocaust,Rare Samples & Songs Oleg Tsoy,,
9MU3ZpGYVRc,"川井憲次 Kenji Kawai - 紅一とみどり [Japan] Library, Easy Listening (1986)",Music for empty rooms,,
fPLDmNGxAGs,"이영재, 이승희, 최성원 - 나 서러워지면 [South Korea] Psych, Easy Listening (1980)",Music for empty rooms,,
dcKOCMMPRpM,Gloria Lynne - Visions,Rare Samples & Songs Oleg Tsoy,,
f6j_x3lYBQo,"Shirley Brown - Midnight Rendezvous [US] Soul, Easy Listening (1977)",Music for empty rooms,,
mJdoOtEvAo8,"Claudio Roditi  - Slow Fire [Brazil] Jazz, Ambient (1989)",Music for empty rooms,,
mdIZ9pjFHxw,"Tony Noterfonzo - Spiritual Overtones [US] Jazz, Fusion (1984)",Music for empty rooms,,
h1tMFGYGRcg,"Alain Goraguer - Enquête [France] Library, Psych, Prog (1973)",Music for empty rooms,,
FGZU881W-4Y,"Romano Mussolini - La Ragazzola XVIII [Italy] Library,  Jazz, Easy Listening (1965)",Music for empty rooms,,
WKz6s1eELlM,"Maria Muldaur - There Is A Love [US] Soul, Fusion, Easy Listening (1982)",Music for empty rooms,,
2Hz05JZVBfA,"福田裕彦 Yasuhiko Fukuda - 記憶 [Japan] Ambient, Easy Listening, Modern Classical (1986)",Music for empty rooms,,
smtYqsiksW8,"Franck Dervieux - Orejona, Mater [Canada] Soul, Jazz, Funk (1972)",Music for empty rooms,,
rIqdFgCtm6o,Naïma - Monika III [Czechoslovakia/Czech Rep.] Eclectic Jazz (1988),Music for empty rooms,,
7eeaO4LWIMk,Unknown Caller : Midnight Deluxe,Vapor Memory,,
8KTZAIg4deI,Barock - Impressions [Norway] Psych Fusion (1976),Music for empty rooms,,
pk9h82GyR2w,"Venetian Power - Quando Dio Inventò Il Mondo [Italy] Psych, Prog (1971)",Music for empty rooms,,
p2ja_J4T7Ns,"Children Of The Northwest - Blue [US] Jazz, Poetry (1981)",Music for empty rooms,,
TtbQH8gxasQ,"Piero Umiliani - Il Terzo Mondo [Italy] Library, Easy Listening (1972)",Music for empty rooms,,
ZkOgMozBzDA,"Gary Boyle - Thinking Of You [India/Denmark] Jazz, Funk (1980)",Music for empty rooms,,
kGR1oQ3lIuo,"The Smith Connection - My World Is Empty Without You [US] Soul, Funk (1972)",Music for empty rooms,,
2T4r7ORW9xw,"Shawn Elliot Santiago - Stay [US] Soul, Easy Listening (1976)",Music for empty rooms,,
_-JRlR5b3V0,"Barigozzi Group - Ivory Breast [Italy] Library, Easy Listening, Funk (1974)",Music for empty rooms,,
kl5ve5iyJkU,"Dino & Sembello - Helpless [US] Soul, Jazz (1974)",Music for empty rooms,,
qE5o8PrGYVE,Bimbo - Borondong Garing,gffgfggftyrhghgg,,
dbSkcvyTXEE,Lovers ~ Shigeru Umebayashi (instrumental),enya322,,
3S-zSdd74uo,Jerry Peters & Jerry Butler - Part iii,Cheech519,,
Lw6Wjd9lALM,"Areknuteknyterne ""Untitled"" (1986, Yecch Tapes)",Tribe Tapes,,
pb_5r9eA6aM,"David Wilson Roberson - He Gave Me Life Abundantly °instrumental [US] Gospel, Lo-Fi Soul  (1986)",Music for empty rooms,,
0nBd0Zb6xDk,The Night Strings feat. Homer Dennison - A Time For Us [US] Easy Listening (1969),Music for empty rooms,,
J8OQdpE1jvc,Richard Schneider Jr. - High (Prog Rock) (1977),foreal,,
6NksUf0xg9k,Sadness Chinese Instrumental Music - Bamboo Flute - Relaxing Music for Studying and Sleeping,No Copyright Music - Free To Use,,
99iTue2-ADQ,Simon Fisher Turner - Sloane Square [UK] Psych Ambient (1985),Music for empty rooms,,
ZSFSYkDbFT8,China Blue - Yesterday's Gone I [Canada] Psych Folk (1988)),Music for empty rooms,,
j7rImWx1XPc,Gong - Flying Teapot [PSYCHEDELIC ROCK],Rare Samples & Songs Oleg Tsoy,,
vr8wxsPYCR8,Bill Loose - Honey Colored,Soft Soul Library,,
oFx43P-HL6M,Midi Duo - Pan Song (1989),𝕊𝕖𝕝𝕧𝕒𝕥𝕚𝕔𝕒,,
hrUCbhjHSjU,Rectal Recital - In My Heart / Ongaku / Have Still Waited / Bebe / Push Push (1993),𝕊𝕖𝕝𝕧𝕒𝕥𝕚𝕔𝕒,,
S6X_t7ElOH0,"Лідан Lidan - Моя надія My Hope [Ukraine/USSR] Psych Folk, Hard Blues (1984)",Music for empty rooms,,
mZueiR2RDQs,"Roland Kovac Symphony Orchestra - Traumfrau °Vamp [Germany] Library, Easy Listening (1988)",Music for empty rooms,,
MeWORrAh5xI,"RnS - Amen, Jahvè [Italy] Xian Psych Lounge (1981)",Music for empty rooms,,
0AreGAJGuHA,Carole King - Corazón,Rare Samples & Songs Oleg Tsoy,,
uGb3qNNq4XE,Passport - Iguaçu,Rare Samples & Songs Oleg Tsoy,,
joKu_1rl-Ts,Kaleidoscope - Let Me Try,Rare Samples & Songs Oleg Tsoy,,
qo4sydYaWm8,Rudy - Going Home [SOUL-ROCK],Rare Samples & Songs Oleg Tsoy,,
nujBpt2gK88,"Barrie Konicov - Subliminal Insomnia A1 [US] New Age, Lo-Fi Ambient (1979)",Music for empty rooms,,
FsfuE6XY494,Savage Rose - His Own Happiness [ROCK],Rare Samples & Songs Oleg Tsoy,,
1Ro-sxSvgQA,Maanam - Parada Słoni I Róża,Rare Samples & Songs Oleg Tsoy,,
3gAoC_5OXQU,Funk Inc - They Trying To Get Me,Rare Samples & Songs Oleg Tsoy,,
_Qykiew-XGw,Gábor Szabó - If You Dont Want My Love,Rare Samples & Songs Oleg Tsoy,,
zH-3ZIyt3r4,10cc - Flying Junk [ROCK],Rare Samples & Songs Oleg Tsoy,,
JCj1x5G0NGs,"Jack Nitzsche & Richard Hazard - Theme From ""Heroes"" [US] Easy Listening (1977)",Music for empty rooms,,
iONJD4X8NYQ,"The Dispossessed - These Guys / Desire [US] New Wave, Synthpop, Spoken Word (1986)",Music for empty rooms,,
R6Y4zmxvhqc,"Gilda Giuliani - 黒髪 I Capelli Neri [Italy/Japan] Soul, Easy Listening (1975)",Music for empty rooms,,
1zlx6ZE60rM,"Blue Marvin Orchestra - Hayng And Yutia [Italy] Jazz, Easy Listening (1974)",Music for empty rooms,,
xOKXQpzdku4,Gator Creek - Betty Jeans Mama,Rare Samples & Songs Oleg Tsoy,,
5mGMt81V9MI,"Johnny Hammond - A Child's Love °Slow° [US] Jazz, Funk, Fusion (1975)",Music for empty rooms,,
Pvq_hg87k7g,"Eddy Palermo Ensemble - One For Wayne [Italy] Jazz, Fusion (1985)",Music for empty rooms,,
XqEryQNRzNg,Long me-dan bau,classico6788,,
LEuyA-UIGwk,"Zimbo - Pavane [Brazil] Jazz, Easy Listening (1972)",Music for empty rooms,,
Ph9jsQFZUoQ,Dinosaur Jr - Keeblin,Rare Samples & Songs Oleg Tsoy,,
0WFBUeMt3as,Mike Pinera - Isla,Rare Samples & Songs Oleg Tsoy,,
yMDGsBwZWSE,"Mushi & Lakansyel - Distances [Haiti] Jazz, Soul, Balearic Fusion (1983)",Music for empty rooms,,
ee3268jdnAw,Dan Fogelberg And Tim Weisberg - Lazy Susan,Rare Samples & Songs Oleg Tsoy,,
luQyHyCW5tE,Lee Clayton - I Love You [SOUL-ROCK],Rare Samples & Songs Oleg Tsoy,,
J-MIzyyD2K8,Vernon Steve Weakley - Now And Forever [US] Soul (1981),Music for empty rooms,,
SND38lf1nOE,Chris Squire - Safe,Rare Samples & Songs Oleg Tsoy,,
-EyAwlhH0Qs,Dean Gitter - The Suffolk Miracle,Rare Samples & Songs Oleg Tsoy,,
Kyiy2NvSdFs,Foggy Night,Massimo Catalano - Topic,,
bX705UBi6fg,Sacbé - Floresta,Rare Samples & Songs Oleg Tsoy,,
K4W_bbbjgVg,"Wilfred Luckie - My Thing [Trinidad&Tobago] Soul, Funk, AOR (1978)",Music for empty rooms,,
EIKnKvY9GjY,Formula 3 - Lalbero [ROCK],Rare Samples & Songs Oleg Tsoy,,
pMjoZAcpgeA,Hiroshima - Manzanar,hsmarlon,,
nhuNb0XtRhQ,真夜中のジョーク - 間宮貴子(Takako Mamiya),syncretizz,96,F#m
hxAnvvdkwUM,Ruth Copeland - Play With Fire,Rare Samples & Songs Oleg Tsoy,,
z4GQed4Ix5s,The Stone Poneys - One For One,Rare Samples & Songs Oleg Tsoy,,
nrwiN0F9xC8,Southwest FOB - Green Skies,Rare Samples & Songs Oleg Tsoy,,
QwxlkRDaxLM,Tower Of Power - Treat Me Like Your Man,Rare Samples & Songs Oleg Tsoy,,
yrCzgSMdJ78,Brainstory - Runaway,Rare Samples & Songs Oleg Tsoy,,
fpxCjmKoFaQ,Oscar Peterson - The Wheels Of Life,Rare Samples & Songs Oleg Tsoy,,
u4h1IFaOBVU,Tommy & Judy - Lonely [Canada] Xian Easy Listening (197?),Music for empty rooms,,
VKbrpBUMLzg,Saïno - Horizons Imaginaires [France] Psych Fusion (1982),Music for empty rooms,,
qnJPFLit83E,"Herb Pilhofer - Music From Earplay C13 [US] Library, Psych Ambient (1977)",Music for empty rooms,,
71_eTsw8KYw,"Aragorn - Dark Lord [Australia] Psych, Prog (1973)",Music for empty rooms,,
3tKsgMXwuC8,"Black Level - Please Touch My Body [Japan] Soul, Easy Listening (1976)",Music for empty rooms,,
N6E0lupPnY4,Pure Release - You've Gotta Stop Look And Listen [US] Soul (1980),Music for empty rooms,,
qGFwysBEtLo,"T-Fire ""Say A Prayer"" (loop)",NFY,,
67910t7KW14,"Family Reunion - Someone is Praying For You [US] Gospel, Easy Listening (1977)",Music for empty rooms,,
6W99gsgQtvc,"Stani Labonia - Ad Un Amico [Italy] Soul, Easy Listening (1978)",Music for empty rooms,,
pBSERQlyd-0,"Larry Bright - Solar Visions II [US] Jazz, Funk (1978)",Music for empty rooms,,
cmTzzxY5ZHQ,The Coasters - My Sweet Baby (We Must Have Been Made For Each Other) [US] Soul (1978),Music for empty rooms,,
w8xDYPrqelo,"Yopie Item & His Combo - Setetes Embun [Indonesia] - Soul, Funk, Easy Listening (197?)",Music for empty rooms,,
oFd_VKe_mJY,"Reinhard Lakomy - Orakel [GDR German Democratic Republic] Psych Ambient, Prog (1983)",Music for empty rooms,,
gmf6JG1DcEs,"Fabio Fabor Piano & Orchestra - Opium [Italy] Library, Easy Listening (1982)",Music for empty rooms,,
BlDUaHiuI1E,"Francesca Lee - Repeat Me [Japan/France/Italy] Soul, Funk, Citypop (1979?)",Music for empty rooms,,
ooAAZomMgks,"龙玉 Loong Yu - 月迷朦星兒稀 [Malaysia] Psych Soul, Easy Listening, Traditional Folk (1974)",Music for empty rooms,,
Hvy4TzEme4s,Greg Clayborn - The Bachelor [US] Lo-Fi Soul (1983),Music for empty rooms,,
jIO5iezw1Ks,"Ken Rhodes - The Journey II [US] Jazz, Funk (1974)",Music for empty rooms,,
lfYHBQAWeAI,"中山千夏 Chinatsu Nakayama - 別離 II [Japan] Soul, Easy Listening (1971)",Music for empty rooms,,
u4qXwhTw8b8,"Ayers Rock ""Angel In Disguise"" (loop)",NFY,,
FTfingTcxmg,Mellow Madness Band - I See It Coming [US] Soul (1979),Music for empty rooms,,
-ljRvBD6ldk,"Cal Tjader ""Corine"" (loop)",NFY,,
qmWqnvUBykI,"Wlodek Gulgowski ""Lady"" (loop)",NFY,,
PVt22JZ6WCY,"Giancarlo Gazzani ""Abbandono"" (loop)",NFY,,
NVvdGsV4kLY,"akira ishikawa ""sunrise"" (loop)",NFY,,
X99A--ruVUU,"cameo ""why have i lost you"" (loop)",NFY,,
OR1PTEC0PRw,"Via Lactea - Asi Te Quiero [El Salvador] Psych Soul, Easy Listening (1978)",Music for empty rooms,,
owTudA5cgZE,Alpha III - Spectro [Brazil] Prog (1974),Music for empty rooms,,
jLFPc5ND77o,"Enrico Pieranunzi ""Fixed Idea"" (loop)",NFY,,
GpZqhpOahJs,"中村照夫 Teruo Nakamura - Morning Mist, Steppin With Lord [Japan] Jazz, Funk (1976)",Music for empty rooms,,
5xgGnbVpJsY,Alto - She's Gone [Germany] Balearic Psych Fusion (1978),Music for empty rooms,,
FjGRbaLuoBw,"Spick & Span - Melancholy Mermaid [Japan] Jazz, Easy Listening (1985)",Music for empty rooms,,
17vRNTa8gbI,"Tomorrow's People - Open Soul (US, 1976) [Full LP] {Psychedelic Funk, Soul, Disco}",Hard To Find Vinyls,,
j4VASTyh7pU,Emiliano Salvador -- Angelica,SoulOnYourSide,,
87oohGhyxQ8,"Unity - Transcendental Lullaby [US] Spiritual Jazz, Soul (1974)",Music for empty rooms,,
IgN131xq1g4,"The Sabella Consort - Sojourns [US] Contemporary Jazz, Easy Listening (1989)",Music for empty rooms,,
vru0sgrlgk4,"Rick Cox - S P [US] Psych Ambient, Downtempo (1984)",Music for empty rooms,,
R_E_0TwMmEY,"Naniel - Illusi [Indonesia] Psych, Prog, Traditional Folk (1978)",Music for empty rooms,,
vKqQB5Zzqio,"Claude Lombard - Les Vieux Comptoirs [Belgium] Soul, Easy Listening (1969)",Music for empty rooms,,
RZIy5mLBW1U,伊藤詳 Akira Itoh - 祈り Prayer II [Japan] Psych Ambient (1986),Music for empty rooms,,
wOd-RgOm_mU,Godan-Kinuta,Izumi-Kai Original Instrument Group - Topic,,
q941zEFtozg,"西岡恭蔵 Kyozo Nishioka - ファンキー・ドール Funky Doll [Japan] Jazz, Funk, Easy Listening (1975)",Music for empty rooms,,
TsEiyzy3aBQ,Ed Wahonka - That's Betty [US] Lounge Soul (1970),Music for empty rooms,,
-dC32EMGqwI,"Betty Lou Landreth - Emmanuel's Way [US] Soul, Jazz, Funk (1979)",Music for empty rooms,,
7lz4rMnH5So,"石炭人 Sekitanjin - ジューン ブライド [Japan] Jazz, Easy Listening (1977)",Music for empty rooms,,
pZl8nztPw6A,Pari Zanganeh - Shalil [Iran] Traditional Psych Folk (1975) پری زنگنه - شليل,Music for empty rooms,,
VnUpaW4fSeU,Rokudan,Izumi-Kai Original Instrument Group - Topic,,
58aMm6Tu54w,"Leila Pinheiro - A Porta [Brazil] Soul, Jazz, Easy Listening (1983)",Music for empty rooms,,
hRhIRAd70h8,"松岡 直也＆ウィシング Naoya Matsuoka & Wesing - Moonlight Sand [Japan] Soul, Fusion, Easy Listening (1979)",Music for empty rooms,,
r3aN3ABOkWw,Joe Bonner - Soft Breezes [US] Contemporary Jazz (1988),Music for empty rooms,,
MjsXwkwM43w,"山形由美 Yumi Yamagata - Silent Scene [Japan] Easy Listening, Fusion (1987)",Music for empty rooms,,
bGj89c-4oyc,"森山良子 Ryoko Moriyama - あやとり [Japan] Soul, Easy Listening (1975)",Music for empty rooms,,
hARMd7sb7z0,"Serita & Ted Borgeas - A Fanciful Retreat [US] Jazz, Easy Listening, Spoken-Word (1971)",Music for empty rooms,,
odeybloS_JQ,"Daniela Davoli - Ma Perchè Non Ci Sei [Italy] Soul, Easy Listening (1976)",Music for empty rooms,,
qsR_iswrA4Y,"James Moody - The World Is A Ghetto [US] Jazz, Funk (1973)",Music for empty rooms,,
wYITZNkYVWY,"The Players - Murmur [Japan] Jazz, Funk, Fusion (1982)",Music for empty rooms,,
6hhbLaHnM3Y,Jan Akkerman - Nightprayer,Rare Samples & Songs Oleg Tsoy,,
yp5cXYgTCf4,Loose Ends - No Stranger To Darkness,Rare Samples & Songs Oleg Tsoy,,
DCZCsGRwjys,Sunny & The Sunliners - Shoud I Take You Home,Big Crown Records,,
z6pugvy4jZY,"石川晶とカウント・バッファローズ Count Buffalos - You're Right As Rain [Japan] Jazz, Easy Listening (1976)",Music for empty rooms,,
ISmGUEx4GHg,"Uri Geller - A Queen Without A King [Israel/UK] Soul, Easy Listening (1974)",Music for empty rooms,,
JhH0DT1xr6g,"David Lee & Brad Marlin - Freedom From Stress VI [US] Jazz, Ambient (1983)",Music for empty rooms,,
GAVNkEtD3-4,"堀井勝美プロジェクト Katsumi Horii Project - Alone, At Last Again [Japan] Balearic Fusion (1987)",Music for empty rooms,,
UYkvoaEEiYk,Aynsley Dunbar Retaliation - Downhearted [US] Psych Blues (1970),Music for empty rooms,,
xR1SKvb2Ylk,Churchill Stage Band - Two Different People [Canada] Easy Listening (197?),Music for empty rooms,,
rkVSg95uxPM,J. J. Barnes - Time Is Love [US] Soul (1973),Music for empty rooms,,
WfkRVpMNzUQ,The Often Ensemble - Song For Rifka [US] Ethio-Jazz (1989),Music for empty rooms,,
Y_dfi1rq1UQ,Soulsides,Art Farmer - Topic,,
7p2kLDC4uPY,The Whispers - You Love is so Doggone Good,UnidiscMusic,,
mGy8BKjkJ5w,"Michael Cohen - Spend Your Love With Me [US] Psych Soul, Contemporary Classical (1976)",Music for empty rooms,,
RBYHyOSo0uc,"Lesiman - Padmina [Italy] Library, Psych Jazz, Prog (1978)",Music for empty rooms,,
5jl9PpulJDc,"Vladimir Cosma - Dans Le Piège [France] Library, Psych Jazz, Easy Listening (1975)",Music for empty rooms,,
tizIdpfF0Cw,"Dieter Reith - Uschi [Germany] Jazz, Funk, Easy Listening (1978)",Music for empty rooms,,
94wfIaHZsTE,Sweet Trip - Dedicated,Rare Samples & Songs Oleg Tsoy,,
ES7Cdk0Y5LQ,Raymond Scott - Ripples,Rare Samples & Songs Oleg Tsoy,,
hYjJKTC1FcY,Jack N Phil - A Trip To Knowledge,Rare Samples & Songs Oleg Tsoy,,
IG0YptajVIw,Minnie Riperton - Wouldnt Matter Where You Are,Rare Samples & Songs Oleg Tsoy,,
O0zTNSAaSpU,The Real Roxanne And Howie Tee - Roxannes Groove,Rare Samples & Songs Oleg Tsoy,,
6iTmjH4Oh74,First Love - Dont Say Goodnight,Rare Samples & Songs Oleg Tsoy,,
Y_VD559Ra5E,Lonnie Liston Smith - If You Take Care Of Me,Rare Samples & Songs Oleg Tsoy,,
585slcnl2L8,Psychotropic - Only For The Headstrong,Rare Samples & Songs Oleg Tsoy,,
anCM446kxc4,René And Angela - Do You Really Love Me,Rare Samples & Songs Oleg Tsoy,,
gTT4P6IUCic,Rockie Robbins - Caught In The Act,Rare Samples & Songs Oleg Tsoy,,
MNRtZG8xuGA,Gino Soccio - Theres A Woman,Rare Samples & Songs Oleg Tsoy,,
x5xhXLLyH5I,Soul Liberation - Touch Me Again,Rare Samples & Songs Oleg Tsoy,,
nGSaO1W6EnA,Sid Bass - Malagueña,Rare Samples & Songs Oleg Tsoy,,
-ApWJItQFo0,The Dynamic Superiors - Face The Music,Rare Samples & Songs Oleg Tsoy,,
zP20RxVPUCk,Tavares - She's Gone,koollatter,,
H8DLBQl6uE0,Submotion Orchestra - Perfection,Rare Samples & Songs Oleg Tsoy,,
SbOVHw15LVs,Addrisi Brothers - Last Chance For Romance,Rare Samples & Songs Oleg Tsoy,,
bQ1dfKeyCHQ,Frankie O Generator - Dance To The Rhythm,Rare Samples & Songs Oleg Tsoy,,
izIzld2nwo4,Marek Biliński - Szukając Cienia,Rare Samples & Songs Oleg Tsoy,,
LBj_EU-59Rw,Jamaica Girls - On The Move,Rare Samples & Songs Oleg Tsoy,,
zIvczLrd69E,GQ - Wonderful,Rare Samples & Songs Oleg Tsoy,,
zFI-eEebgaQ,Bootsy Collins - Disciples Of Funk,Rare Samples & Songs Oleg Tsoy,,
cY09GeQDgnU,Hi-Tension - British Hustle,Rare Samples & Songs Oleg Tsoy,,
k8xoJnbU2yw,Frédérick Rousseau - Judys Dream,Rare Samples & Songs Oleg Tsoy,,
jy1PUrV3W50,Change - It Burns Me Up,Rare Samples & Songs Oleg Tsoy,,
bsd1UsdEIY4,Millie Scott - To The Letter,Rare Samples & Songs Oleg Tsoy,,
GGfOYYH1yZw,Starpoint - Satisfy Me Lover,Rare Samples & Songs Oleg Tsoy,,
Zb-5t0VextM,Wilbert Longmire - Black Is The Color,Rare Samples & Songs Oleg Tsoy,,
UFEBKRWg2cI,Quad Force - Feel The Real Bass,Rare Samples & Songs Oleg Tsoy,,
DoREQ7SWN9o,Mother's Finest - Love Changes,Nuttso88,,
j49uS9tCquw,Ingram - We Like To Do It,Rare Samples & Songs Oleg Tsoy,,
f1Zu8ibXLnY,The Salsoul Orchestra - Salsoul Rainbow,Rare Samples & Songs Oleg Tsoy,,
ZlPKlDF-C1I,The Micronawts - Smurph Across The Surf,Rare Samples & Songs Oleg Tsoy,,
K_OZitkVTag,Rhyze - Just How Sweet Is Your Love,Rare Samples & Songs Oleg Tsoy,,
kyCN_SwcFtM,The Real Thing - Seen To Smile,Rare Samples & Songs Oleg Tsoy,,
ALrIHY9XaMo,Margie Joseph - Come Lay Some Lovin On Me,Rare Samples & Songs Oleg Tsoy,,
qIDslKm0mJQ,Switch  - You Pulled A Switch,Rare Samples & Songs Oleg Tsoy,,
pgjH5xMU740,Aurra - Such A Feeling,Rare Samples & Songs Oleg Tsoy,,
2xwsasFMRoY,A Touch Of Jazz - Respected Not Accepted,Rare Samples & Songs Oleg Tsoy,,
eNBPOsDMlsg,Arthur Prysock - I Wantcha Baby [DRUM BREAK],Rare Samples & Songs Oleg Tsoy,,
V2sVL-aw9Zo,Bogdan Irkük - Caprice,Rare Samples & Songs Oleg Tsoy,,
kxebxH2aMRc,The Fatback Band And Evelyn Thomas - Spread Love,Rare Samples & Songs Oleg Tsoy,,
1wafO7Ct_qA,Paris Match - Deep Inside,Rare Samples & Songs Oleg Tsoy,,
vhzm-RPPmIk,Change - Youre My Number 1,Rare Samples & Songs Oleg Tsoy,,
rnuf9XrNpo4,Renegade Soundwave - On TV,Rare Samples & Songs Oleg Tsoy,,
ywtQpJyfGXE,Central Line - I Need Your Love,Rare Samples & Songs Oleg Tsoy,,
Ue0IDST-oQc,One Way - Sugar Rock,Rare Samples & Songs Oleg Tsoy,,
oVcJchRbOiI,Imagination - State Of Love,Rare Samples & Songs Oleg Tsoy,,
IcGhWFVsyP4,Retta Young - Really Really,Rare Samples & Songs Oleg Tsoy,,
wVtMIcFF5tk,Jonzun Crew - Space Is The Place,Rare Samples & Songs Oleg Tsoy,,
0NQdsg_aBEo,Gonzalez - Fell In Love,Rare Samples & Songs Oleg Tsoy,,
1qRVMhwM5zw,Donald Byrd And 125th St NYC - I Love Your Love,Rare Samples & Songs Oleg Tsoy,,
Xu9dHURlym4,Crown Heights Affair - Use Your Body And Soul,Rare Samples & Songs Oleg Tsoy,,
UYa4YBwWpus,808 State - Pacific 718,Rare Samples & Songs Oleg Tsoy,,
A-IgIeceyU4,Quincy Jones - Razzamatazz,Rare Samples & Songs Oleg Tsoy,,
PWP2IA8S5jI,Arizona - Dance If You Wanna Dance,Rare Samples & Songs Oleg Tsoy,,
o-RlzRJXs6Q,Steve Arrington - Speak With Your Body,Rare Samples & Songs Oleg Tsoy,,
RP8LZ6wcV4s,Rum And Black - ESQ,Rare Samples & Songs Oleg Tsoy,,
n4BOqQPnTgA,John Fiddy - Corporate Images 3,Rare Samples & Songs Oleg Tsoy,,
jafjizMDDNU,DTR And Marilyn Sareo - Journey Into A Dream (Sex In Paradise),Rare Samples & Songs Oleg Tsoy,,
Jp5aNaAwd7o,Hardhouse - Check This Out,Rare Samples & Songs Oleg Tsoy,,
768R0qbR_ww,Leo Portela - Jasmine Field Under The Stars,Rare Samples & Songs Oleg Tsoy,,
dVzbuK_bx_Y,Neoton Família - Sámson És Delila,Rare Samples & Songs Oleg Tsoy,,
1KvOlv3IaLg,Index ID - Planisphaere,Rare Samples & Songs Oleg Tsoy,,
dDz8P4GKfcY,Criminal Element Orchestra - Put The Needle To The Record,Rare Samples & Songs Oleg Tsoy,,
WF-yXCl3ks4,Cheryl Lynn - Sleep Walkin,Rare Samples & Songs Oleg Tsoy,,
Y53vO8B37PY,Problem House - The Party Zone,Rare Samples & Songs Oleg Tsoy,,
r6tAvsvP1e0,Thievery Corporation - Universal Highness,Rare Samples & Songs Oleg Tsoy,,
